title,link,date,category,excerpt
Fascinating Novel: “Much Ado About Corona”,https://naturalblaze.com/2022/12/fascinating-novel-much-ado-about-corona.html,"DECEMBER 20, 2022",NATURAL HEALTH NEWS,By Neenah Payne Much Ado About Corona: A Dystopian Love Story is by Canadian author John Manley. Amazon Description A Novel About Real Love and a Fake Pandemic Summer 2020. The first lockdown has ended in the small Canadian town of Moosehead. Twenty-four-year-old Vincent McKnight…
Sen. Ron Johnson Hosts LIVE COVID Forum December 7!,https://naturalblaze.com/2022/12/sen-ron-johnson-hosts-live-covid-forum-december-7.html,"DECEMBER 7, 2022",NATURAL HEALTH NEWS,"By Neenah Payne Ron Johnson Hosts COVID Forum U.S. Senator Ron Johnson is hosting his third forum on the latest data and testimony on Covid-19 vaccine science, law, policy, and adverse events! Today, live from the United States Senate’s Hart Building, Senator Johnson presents “COVID-19 Vaccines: What…"
CHD Attorneys File Federal Lawsuit To Stop California’s AB 2098 Intended To Punish Doctors Who Stray From The Approved COVID-19 Narrative,https://naturalblaze.com/2022/12/chd-attorneys-file-federal-lawsuit-to-stop-californias-ab-2098-intended-to-punish-doctors-who-stray-from-the-approved-covid-19-narrative.html,"DECEMBER 2, 2022",NATURAL HEALTH NEWS,"Sacramento, CA — Attorneys for Children’s Health Defense (CHD) on Thursday filed a lawsuit challenging AB 2098 — California’s COVID-19 misinformation/disinformation law — codified as Bus. & Prof. Code 2270, effective Jan. 1, 2023 — in the U.S. District Court for the Eastern District of…"
Twitter Stops Enforcing COVID-19 Misinformation Policy,https://naturalblaze.com/2022/11/twitter-stops-enforcing-covid-19-misinformation-policy.html,"NOVEMBER 29, 2022",NATURAL HEALTH NEWS,"By Tyler Durden Twitter will no longer enforce its Covid-19 misinformation policy, under which users who deviated from prevailing establishment narratives frequently had their accounts locked or suspended. The longstanding policy did not apply to misinformation from government officials, who frequently lied about things such…"
Why Feds Sued Doctor $500B For Recommending Vitamin D + Zinc,https://naturalblaze.com/2022/11/why-feds-sued-doctor-500b-for-recommending-vitamin-d-zinc.html,"NOVEMBER 28, 2022",NATURAL HEALTH NEWS,"By Neenah Payne Shocking Free Film — “Died Suddenly” shows that the COVID shots were used to wage World War III against humanity as part of the globalists’ agenda to reduce the world population. Yet, in The End of The World Is Just The Beginning;…"
WHO: Prepare For The Next Pandemic NOW,https://naturalblaze.com/2022/11/who-prepare-for-the-next-pandemic-now.html,"NOVEMBER 12, 2022",NATURAL HEALTH NEWS,"By Mac Slavo The World Health Organization says that the globe should prepare for the next pandemic now. And unsurprisingly, they need a lot of money to do it. In an interview with The Straits Times on the sidelines of the 7th World One Health…"
"After A Two-Year Delay, Federal Judge Says Fluoride Lawsuit May Continue",https://naturalblaze.com/2022/11/after-a-two-year-delay-federal-judge-says-fluoride-lawsuit-may-continue.html,"NOVEMBER 10, 2022",NATURAL HEALTH NEWS,"By Derrick Broze If successful, the lawsuit could spell the end of water fluoridation in the United States. U.S. District Court Judge Edward Chen has ended a two-year stay on a historic lawsuit seeking to end water fluoridation in the United States. Judge Chen also…"
MSM: The “Tripledemic” Is Here,https://naturalblaze.com/2022/11/msm-the-tripledemic-is-here.html,"NOVEMBER 10, 2022",NATURAL HEALTH NEWS,"By Mac Slavo The mainstream media and health “experts” are claiming that the “tripledemic” is here! Three viruses – the flu, COVID-19, and RSV – are said to be circulating and causing hospitals to fill up. “Cases of COVID-19, influenza, and respiratory syncytial virus, or…"
“Capitol Punishment”: Dr. Simone Gold And The Shocking Film About January 6,https://naturalblaze.com/2022/11/capitol-punishment-dr-simone-gold-and-the-shocking-film-about-january-6.html,"NOVEMBER 9, 2022",NATURAL HEALTH NEWS,"By Neenah Payne Dr. Simone Gold is a board-certified emergency physician, Stanford University educated attorney, and a mom. Dr. Gold is a leading voice of common sense and scientific clarity in the fight against COVID-19 “health” policies and the disinformation propaganda of the corporate medical…"
"Italian Court: Mobile Phone And Brain Tumor – Again, Vs. U.S. Historical Denial",https://naturalblaze.com/2022/11/italian-court-mobile-phone-and-brain-tumor-again-vs-u-s-historical-denial.html,"NOVEMBER 8, 2022",NATURAL HEALTH NEWS,"By Patricia Burke of Safe Tech International As noted recently, international legal decisions in France (harm to cows), and Germany (property owners can be held liable for health damages) have been incrementally moving the needle further forward towards recognition that radio frequencies are a bio-active agent that…"
Uganda Extends Ebola Lockdowns As The Virus Continues To Spread,https://naturalblaze.com/2022/11/uganda-extends-ebola-lockdowns-as-the-virus-continues-to-spread.html,"NOVEMBER 6, 2022",NATURAL HEALTH NEWS,"By Mac Slavo Uganda decided on Saturday to extend a three-week lockdown in two districts at the center of an Ebola outbreak. This virus, which has claimed over 50 lives, is still spreading as the ruling class insists on curbing travel and closing public places…."
"In Government-Regulated Healthcare, There Is No Competition Like No Competition",https://naturalblaze.com/2022/11/in-government-regulated-healthcare-there-is-no-competition-like-no-competition.html,"NOVEMBER 4, 2022",NATURAL HEALTH NEWS,"By Antony Sammeroff Imagine you are a young, idealistic doctor. After some years in clinical practice at a private hospital you tire of the fact that more of your time is spent filling out forms and attending staff meeting than with your patients. You went…"
Monsanto To Pay $275 Million For Children’s Brain Damage,https://naturalblaze.com/2022/11/monsanto-to-pay-275-million-for-childrens-brain-damage.html,"NOVEMBER 3, 2022",NATURAL HEALTH NEWS,"By Dr. Joseph Mercola Monsanto, now owned by Bayer, is best known for its flagship product Roundup,1 the active ingredient in which is glyphosate. Monsanto-Bayer has been the defendant in thousands of cases alleging Roundup caused the plaintiffs’ cancers. However, the most recent personal injury…"
There’s A Shortage Of Amoxicillin In America,https://naturalblaze.com/2022/11/theres-a-shortage-of-amoxicillin-in-america.html,"NOVEMBER 3, 2022",NATURAL HEALTH NEWS,"By Daisy Luther We figured this day would come, when basic medications were no longer plentiful. And now that it’s here, it is likely to affect some of the most vulnerable members of our population. There’s a shortage of amoxicillin for children right now. Amoxicillin…"
Now It’s UK: Why Are Labs Racing To See Who Can Create The Most Deadly Virus?,https://naturalblaze.com/2022/11/now-its-uk-why-are-labs-racing-to-see-who-can-create-the-most-deadly-virus.html,"NOVEMBER 1, 2022",NATURAL HEALTH NEWS,Any lab experimenting with the creation of or gain-of-function of human pathogens should be summarily terminated and its researchers banned from further activities. The depth and scope of this kind of research goes far beyond just China and the U.S. This has morphed into an…
YouTube Announces It Will “Certify” Medical Information In Cahoots With The World Health Organisation,https://naturalblaze.com/2022/10/youtube-announces-it-will-certify-medical-information-in-cahoots-with-the-world-health-organisation.html,"OCTOBER 30, 2022",NATURAL HEALTH NEWS,"By Steve Watson YouTube has announced that it intends to allow medical professionals to become “certified” as “reliable” and “authoritative sources” in a fresh attempt to restrict so-called “medical misinformation” (anything that doesn’t match the accepted narrative). In a blog post, global head of YouTube Health…"
"Dry Shampoo Products Recalled Over Potential Presence Of Benzene, Which Can Cause Cancer",https://naturalblaze.com/2022/10/dry-shampoo-products-recalled-over-potential-presence-of-benzene-which-can-cause-cancer.html,"OCTOBER 25, 2022",NATURAL HEALTH NEWS,"By Mimi Nguyen Ly Unilever United States issued a voluntary recall of several brands of dry shampoo aerosol products due to “potentially elevated levels” of benzene, a human carcinogen. According to a company announcement posted on the U.S. Food and Drug Administration (FDA) website, brands include…"
The Famous Black Caterers Of Philadelphia,https://naturalblaze.com/2022/10/the-famous-black-caterers-of-philadelphia.html,"OCTOBER 19, 2022",NATURAL HEALTH NEWS,By Neenah Payne How African Rice Growers Enriched America! describes how the knowledge and skills of enslaved African rice agronomists created the legendary “Carolina Gold” which made South Carolina so wealthy. Film — High on The Hog: How African American Cuisine Transformed America explains that…
Surprise! EcoHealth Landed $1 Million Grant To Work With “80% Mouse Death” Boston University On “Future Pandemic Prevention”,https://naturalblaze.com/2022/10/surprise-ecohealth-landed-1-million-grant-to-work-with-80-mouse-death-boston-university-on-future-pandemic-prevention.html,"OCTOBER 19, 2022",NATURAL HEALTH NEWS,"By Tyler Durden Monday’s report in the Daily Mail that the University of Boston has engineered a chimeric COVID that has an 80% kill rate in humanized mice has caused quite the stir. To review, in an effort to research what makes Omicron so transmissible…"
Uganda Announces Ebola Lockdown,https://naturalblaze.com/2022/10/uganda-announces-ebola-lockdown.html,"OCTOBER 17, 2022",NATURAL HEALTH NEWS,"By Mac Slavo Ugandan President Yoweri Museveni has declared an immediate three-week lockdown in two high-risk districts of the country. This comes as healthcare workers are fighting a rise in Ebola infections. Curfews will also be imposed. He added that places of worship, bars, gyms,…"
Alaska Snow Crab Season Canceled For First Time After Population Crash In Bering Sea,https://naturalblaze.com/2022/10/alaska-snow-crab-season-canceled-for-first-time-after-population-crash-in-bering-sea.html,"OCTOBER 16, 2022",NATURAL HEALTH NEWS,"By Tyler Durden One year ago to this week, we pointed out, “Alaska Snow Crab Harvest Cut By 88% After Population Crash In Bering Sea.”Back then, the Alaska Department of Fish and Game set catch limits for fishermen. Now the agency has canceled the season altogether…"
"Alex Berenson Tells RFK, Jr.: “I Can Now Bring A Claim Directly Against The White House”",https://naturalblaze.com/2022/10/alex-berenson-tells-rfk-jr-i-can-now-bring-a-claim-directly-against-the-white-house.html,"OCTOBER 15, 2022",NATURAL HEALTH NEWS,"By Suzanne Burdick Ph.D. In a recent episode of “RFK Jr. The Defender Podcast,” former New York Times reporter Alex Berenson discussed his big legal win in his lawsuit against Twitter and why he’s now in a good position to sue the White House for…"
The United States Begins Screening Travelers From Uganda For Ebola,https://naturalblaze.com/2022/10/the-united-states-begins-screening-travelers-from-uganda-for-ebola.html,"OCTOBER 11, 2022",NATURAL HEALTH NEWS,"By Mac Slavo Travelers flying from Uganda will be funneled to one of five United States airports so they can be screened for Ebola amid an outbreak in that African country, federal officials announced Thursday. Nigeria has also been put on alert as the outbreak…"
